pricing_id,route_id,fuel_surcharge_usd,port_charge_usd,demand_factor,risk_surcharge_usd,target_margin_percent
P04091,R04091,120.0,50.0,1.1,75.0,16.0
P04092,R04092,110.0,60.0,1.0,70.0,16.0
P04093,R04093,85.0,50.0,1.0,25.0,12.0
P04094,R04094,75.0,45.0,1.05,90.0,14.0
P04095,R04095,85.0,85.0,1.1,55.0,17.0
P04096,R04096,145.0,80.0,1.05,45.0,19.0
P04097,R04097,115.0,70.0,1.05,45.0,18.0
P04098,R04098,85.0,110.0,1.05,75.0,17.0
P04099,R04099,80.0,45.0,0.95,55.0,13.0
P04100,R04100,145.0,45.0,1.1,55.0,13.0
P04101,R04101,120.0,105.0,1.05,45.0,19.0
P04102,R04102,120.0,90.0,1.1,35.0,18.0
P04103,R04103,115.0,50.0,1.0,65.0,19.0
P04104,R04104,90.0,85.0,1.05,75.0,13.0
P04105,R04105,125.0,110.0,1.0,75.0,17.0
P04106,R04106,145.0,85.0,1.05,40.0,12.0
P04107,R04107,155.0,70.0,1.05,55.0,20.0
P04108,R04108,105.0,95.0,1.1,70.0,16.0
P04109,R04109,95.0,100.0,1.0,50.0,15.0
P04110,R04110,150.0,50.0,0.9,75.0,16.0
P04111,R04111,85.0,105.0,1.05,45.0,19.0
P04112,R04112,130.0,55.0,1.0,65.0,15.0
P04113,R04113,105.0,110.0,1.1,60.0,14.0
P04114,R04114,90.0,55.0,1.0,30.0,14.0
P04115,R04115,110.0,100.0,1.0,45.0,12.0
P04116,R04116,90.0,95.0,0.95,25.0,14.0
P04117,R04117,95.0,100.0,1.05,45.0,15.0
P04118,R04118,155.0,75.0,1.0,65.0,19.0
P04119,R04119,120.0,70.0,1.0,65.0,13.0
P04120,R04120,135.0,60.0,1.1,85.0,20.0
P04121,R04121,95.0,65.0,0.95,25.0,15.0
P04122,R04122,140.0,70.0,1.05,25.0,18.0
P04123,R04123,130.0,90.0,1.05,95.0,20.0
P04124,R04124,120.0,85.0,1.1,55.0,19.0
P04125,R04125,85.0,50.0,0.9,70.0,18.0
P04126,R04126,90.0,65.0,0.95,30.0,14.0
P04127,R04127,155.0,105.0,1.05,90.0,20.0
P04128,R04128,125.0,70.0,1.1,65.0,18.0
P04129,R04129,85.0,65.0,1.1,50.0,15.0
P04130,R04130,130.0,105.0,1.05,50.0,15.0
P04131,R04131,95.0,95.0,1.1,85.0,16.0
P04132,R04132,100.0,50.0,1.1,90.0,19.0
P04133,R04133,115.0,85.0,1.05,70.0,15.0
P04134,R04134,125.0,80.0,1.05,95.0,15.0
P04135,R04135,115.0,45.0,0.95,55.0,13.0
P04136,R04136,90.0,85.0,0.95,70.0,16.0
P04137,R04137,130.0,110.0,1.05,35.0,17.0
P04138,R04138,70.0,70.0,1.0,65.0,13.0
P04139,R04139,135.0,85.0,1.05,85.0,17.0
P04140,R04140,110.0,95.0,1.05,65.0,13.0
P04141,R04141,160.0,50.0,1.05,65.0,18.0
P04142,R04142,140.0,105.0,1.0,65.0,15.0
P04143,R04143,195.0,90.0,0.95,40.0,18.0
P04144,R04144,130.0,80.0,0.95,65.0,16.0
P04145,R04145,115.0,60.0,1.0,40.0,17.0
P04146,R04146,80.0,70.0,0.95,45.0,18.0
P04147,R04147,140.0,95.0,1.0,25.0,14.0
P04148,R04148,95.0,75.0,1.05,80.0,18.0
P04149,R04149,130.0,65.0,0.9,25.0,18.0
P04150,R04150,115.0,55.0,1.05,80.0,13.0
P04151,R04151,105.0,80.0,1.15,95.0,18.0
P04152,R04152,135.0,55.0,1.0,55.0,20.0
P04153,R04153,100.0,110.0,1.05,50.0,13.0
P04154,R04154,95.0,105.0,0.95,45.0,12.0
P04155,R04155,120.0,105.0,1.15,90.0,14.0
P04156,R04156,130.0,110.0,1.1,55.0,18.0
P04157,R04157,105.0,55.0,1.05,45.0,13.0
P04158,R04158,90.0,50.0,1.1,75.0,16.0
P04159,R04159,135.0,95.0,1.05,90.0,20.0
P04160,R04160,120.0,90.0,1.1,65.0,13.0
P04161,R04161,105.0,55.0,0.9,35.0,13.0
P04162,R04162,95.0,80.0,1.0,80.0,16.0
P04163,R04163,120.0,55.0,0.95,60.0,15.0
P04164,R04164,105.0,110.0,1.0,70.0,18.0
P04165,R04165,115.0,100.0,1.0,70.0,16.0
P04166,R04166,115.0,70.0,1.0,45.0,12.0
P04167,R04167,90.0,100.0,0.95,25.0,12.0
P04168,R04168,95.0,110.0,1.0,35.0,12.0
P04169,R04169,100.0,100.0,1.05,60.0,15.0
P04170,R04170,110.0,110.0,1.1,65.0,16.0
P04171,R04171,130.0,90.0,0.9,50.0,14.0
P04172,R04172,75.0,95.0,0.95,65.0,13.0
P04173,R04173,135.0,55.0,0.95,85.0,14.0
P04174,R04174,125.0,100.0,0.95,35.0,15.0
P04175,R04175,90.0,75.0,1.05,70.0,19.0
P04176,R04176,110.0,65.0,1.0,55.0,14.0
P04177,R04177,115.0,95.0,0.95,55.0,12.0
P04178,R04178,160.0,50.0,0.95,35.0,18.0
P04179,R04179,105.0,115.0,1.05,55.0,16.0
P04180,R04180,85.0,90.0,1.0,50.0,18.0
P04181,R04181,135.0,85.0,1.05,70.0,16.0
P04182,R04182,90.0,75.0,1.0,80.0,13.0
P04183,R04183,100.0,115.0,1.05,75.0,14.0
P04184,R04184,95.0,45.0,1.0,75.0,15.0
P04185,R04185,105.0,115.0,1.05,35.0,12.0
P04186,R04186,120.0,50.0,1.05,90.0,16.0
P04187,R04187,100.0,65.0,1.0,25.0,15.0
P04188,R04188,90.0,90.0,1.05,50.0,16.0
P04189,R04189,105.0,105.0,1.1,60.0,15.0
P04190,R04190,110.0,45.0,1.0,75.0,17.0
P04191,R04191,75.0,85.0,1.0,75.0,16.0
P04192,R04192,135.0,75.0,0.95,70.0,18.0
P04193,R04193,145.0,70.0,1.0,70.0,15.0
P04194,R04194,95.0,105.0,1.05,45.0,15.0
P04195,R04195,95.0,50.0,1.05,65.0,19.0
P04196,R04196,110.0,80.0,1.0,65.0,16.0
P04197,R04197,145.0,55.0,1.1,45.0,16.0
P04198,R04198,95.0,60.0,1.05,85.0,20.0
P04199,R04199,80.0,110.0,1.05,85.0,17.0
P04200,R04200,90.0,55.0,1.0,85.0,14.0
P04201,R04201,90.0,65.0,0.95,55.0,18.0
P04202,R04202,115.0,60.0,1.0,50.0,17.0
P04203,R04203,90.0,55.0,0.95,25.0,15.0
P04204,R04204,90.0,85.0,1.0,80.0,13.0
P04205,R04205,95.0,55.0,1.0,75.0,15.0
P04206,R04206,105.0,90.0,1.15,45.0,15.0
P04207,R04207,115.0,80.0,0.95,35.0,15.0
P04208,R04208,105.0,50.0,0.95,80.0,19.0
P04209,R04209,130.0,110.0,1.1,80.0,13.0
P04210,R04210,105.0,70.0,0.95,70.0,16.0
P04211,R04211,105.0,70.0,0.95,65.0,15.0
P04212,R04212,95.0,60.0,0.9,55.0,13.0
P04213,R04213,140.0,70.0,1.1,90.0,19.0
P04214,R04214,150.0,70.0,1.0,75.0,16.0
P04215,R04215,105.0,110.0,1.05,65.0,13.0
P04216,R04216,105.0,90.0,1.1,75.0,19.0
P04217,R04217,120.0,95.0,1.05,65.0,15.0
P04218,R04218,90.0,55.0,1.0,65.0,19.0
P04219,R04219,130.0,100.0,1.0,85.0,20.0
P04220,R04220,120.0,110.0,1.0,45.0,15.0
P04221,R04221,95.0,65.0,1.0,35.0,18.0
P04222,R04222,105.0,75.0,1.0,45.0,15.0
P04223,R04223,90.0,85.0,1.1,55.0,19.0
P04224,R04224,100.0,75.0,1.0,80.0,18.0
P04225,R04225,150.0,55.0,1.1,65.0,15.0
P04226,R04226,130.0,55.0,1.0,80.0,16.0
P04227,R04227,110.0,50.0,1.05,90.0,16.0
P04228,R04228,125.0,65.0,1.1,85.0,20.0
P04229,R04229,140.0,110.0,0.95,75.0,17.0
P04230,R04230,85.0,90.0,1.1,55.0,17.0
P04231,R04231,135.0,50.0,1.0,85.0,17.0
P04232,R04232,105.0,45.0,1.1,70.0,16.0
P04233,R04233,110.0,95.0,0.95,35.0,16.0
P04234,R04234,115.0,90.0,1.05,65.0,19.0
P04235,R04235,140.0,110.0,1.05,80.0,16.0
P04236,R04236,90.0,90.0,1.05,65.0,19.0
P04237,R04237,95.0,80.0,1.05,35.0,12.0
P04238,R04238,100.0,60.0,1.15,95.0,15.0
P04239,R04239,90.0,80.0,0.95,75.0,14.0
P04240,R04240,100.0,80.0,1.0,75.0,20.0
P04241,R04241,110.0,45.0,1.0,25.0,15.0
P04242,R04242,125.0,75.0,1.0,30.0,14.0
P04243,R04243,160.0,80.0,0.9,35.0,19.0
P04244,R04244,130.0,110.0,1.1,85.0,16.0
P04245,R04245,90.0,75.0,1.0,35.0,14.0
P04246,R04246,135.0,90.0,1.0,70.0,13.0
P04247,R04247,150.0,110.0,1.05,40.0,18.0
P04248,R04248,135.0,90.0,1.05,90.0,20.0
P04249,R04249,145.0,95.0,0.95,65.0,18.0
P04250,R04250,110.0,95.0,0.95,60.0,15.0
P04251,R04251,100.0,85.0,1.0,35.0,15.0
P04252,R04252,145.0,105.0,1.0,45.0,15.0
P04253,R04253,100.0,95.0,1.0,30.0,14.0
P04254,R04254,145.0,85.0,1.0,80.0,18.0
P04255,R04255,95.0,60.0,1.05,55.0,19.0
P04256,R04256,95.0,95.0,1.0,70.0,16.0
P04257,R04257,80.0,85.0,1.0,85.0,14.0
P04258,R04258,90.0,50.0,1.0,55.0,16.0
P04259,R04259,110.0,65.0,1.0,35.0,19.0
P04260,R04260,115.0,110.0,1.0,75.0,19.0
P04261,R04261,85.0,110.0,1.1,85.0,20.0
P04262,R04262,150.0,80.0,0.95,30.0,17.0
P04263,R04263,140.0,95.0,1.05,45.0,16.0
P04264,R04264,85.0,70.0,0.95,50.0,17.0
P04265,R04265,95.0,45.0,1.05,85.0,16.0
P04266,R04266,110.0,100.0,0.95,65.0,18.0
P04267,R04267,100.0,85.0,0.95,45.0,14.0
P04268,R04268,125.0,100.0,0.95,50.0,15.0
P04269,R04269,90.0,95.0,1.0,35.0,15.0
P04270,R04270,85.0,110.0,0.95,65.0,13.0
P04271,R04271,130.0,75.0,1.05,55.0,18.0
P04272,R04272,130.0,55.0,1.0,75.0,19.0
P04273,R04273,145.0,65.0,1.1,45.0,19.0
P04274,R04274,80.0,75.0,1.05,85.0,14.0
P04275,R04275,120.0,90.0,0.9,35.0,15.0
P04276,R04276,165.0,80.0,0.9,25.0,18.0
P04277,R04277,150.0,95.0,1.0,30.0,18.0
P04278,R04278,110.0,75.0,1.1,75.0,17.0
P04279,R04279,110.0,80.0,1.0,80.0,13.0
P04280,R04280,105.0,100.0,0.9,25.0,17.0
P04281,R04281,140.0,55.0,1.0,80.0,18.0
P04282,R04282,150.0,70.0,1.0,40.0,15.0
P04283,R04283,165.0,75.0,0.95,25.0,18.0
P04284,R04284,100.0,100.0,1.1,70.0,18.0
P04285,R04285,100.0,95.0,0.9,30.0,14.0
P04286,R04286,140.0,70.0,1.0,55.0,12.0
P04287,R04287,115.0,115.0,1.15,90.0,16.0
P04288,R04288,115.0,70.0,1.1,45.0,15.0
P04289,R04289,165.0,115.0,1.0,30.0,18.0
P04290,R04290,115.0,75.0,1.0,65.0,15.0
P04291,R04291,125.0,65.0,1.05,80.0,18.0
P04292,R04292,120.0,70.0,0.95,25.0,17.0
P04293,R04293,90.0,60.0,1.1,95.0,17.0
P04294,R04294,130.0,80.0,1.05,50.0,15.0
P04295,R04295,80.0,90.0,1.05,85.0,14.0
P04296,R04296,120.0,75.0,1.0,95.0,15.0
P04297,R04297,130.0,70.0,1.0,75.0,17.0
P04298,R04298,190.0,75.0,1.05,80.0,19.0
P04299,R04299,95.0,75.0,1.05,35.0,18.0
P04300,R04300,145.0,60.0,1.05,45.0,19.0
P04301,R04301,80.0,95.0,1.05,50.0,15.0
P04302,R04302,100.0,95.0,1.05,65.0,19.0
P04303,R04303,145.0,45.0,1.0,70.0,16.0
P04304,R04304,120.0,100.0,1.05,50.0,16.0
P04305,R04305,130.0,75.0,1.0,75.0,17.0
P04306,R04306,105.0,105.0,1.05,70.0,18.0
P04307,R04307,105.0,45.0,1.05,85.0,20.0
P04308,R04308,145.0,105.0,1.0,95.0,20.0
P04309,R04309,90.0,60.0,1.0,35.0,15.0
P04310,R04310,90.0,85.0,1.05,35.0,18.0
P04311,R04311,135.0,105.0,1.0,50.0,17.0
P04312,R04312,125.0,45.0,1.1,95.0,18.0
P04313,R04313,145.0,110.0,1.05,40.0,14.0
P04314,R04314,150.0,50.0,1.0,90.0,16.0
P04315,R04315,155.0,80.0,1.1,55.0,15.0
P04316,R04316,85.0,80.0,1.05,75.0,13.0
P04317,R04317,85.0,105.0,1.05,50.0,15.0
P04318,R04318,95.0,100.0,1.0,85.0,14.0
P04319,R04319,120.0,105.0,0.95,75.0,14.0
P04320,R04320,85.0,85.0,0.95,35.0,16.0
P04321,R04321,85.0,110.0,1.05,75.0,13.0
P04322,R04322,110.0,70.0,1.0,75.0,19.0
P04323,R04323,120.0,50.0,1.05,95.0,20.0
P04324,R04324,120.0,50.0,0.9,35.0,15.0
P04325,R04325,95.0,75.0,1.1,40.0,17.0
P04326,R04326,155.0,90.0,0.9,75.0,14.0
P04327,R04327,105.0,45.0,0.95,65.0,16.0
P04328,R04328,95.0,60.0,1.05,50.0,18.0
P04329,R04329,110.0,60.0,1.05,45.0,12.0
P04330,R04330,155.0,85.0,1.0,70.0,19.0
P04331,R04331,120.0,100.0,0.95,25.0,17.0
P04332,R04332,100.0,115.0,1.0,65.0,13.0
P04333,R04333,140.0,105.0,1.05,80.0,19.0
P04334,R04334,110.0,110.0,1.0,45.0,18.0
P04335,R04335,90.0,70.0,0.95,30.0,12.0
P04336,R04336,95.0,65.0,0.9,50.0,17.0
P04337,R04337,115.0,95.0,1.05,55.0,20.0
P04338,R04338,115.0,95.0,0.95,70.0,16.0
P04339,R04339,140.0,90.0,1.0,80.0,16.0
P04340,R04340,105.0,90.0,1.0,35.0,12.0
P04341,R04341,125.0,55.0,0.9,30.0,12.0
P04342,R04342,165.0,105.0,1.0,65.0,19.0
P04343,R04343,85.0,60.0,1.05,60.0,15.0
P04344,R04344,125.0,105.0,0.95,55.0,19.0
P04345,R04345,125.0,100.0,0.95,50.0,12.0
P04346,R04346,130.0,50.0,0.9,45.0,17.0
P04347,R04347,85.0,95.0,1.0,45.0,18.0
P04348,R04348,105.0,60.0,1.05,75.0,19.0
P04349,R04349,105.0,55.0,1.05,45.0,13.0
P04350,R04350,85.0,115.0,1.0,85.0,16.0
P04351,R04351,120.0,85.0,1.0,45.0,18.0
P04352,R04352,85.0,100.0,1.05,85.0,14.0
P04353,R04353,100.0,75.0,1.05,65.0,13.0
P04354,R04354,120.0,50.0,1.0,65.0,19.0
P04355,R04355,140.0,55.0,0.9,75.0,14.0
P04356,R04356,145.0,115.0,1.05,55.0,19.0
P04357,R04357,120.0,110.0,1.05,90.0,19.0
P04358,R04358,110.0,90.0,1.0,75.0,14.0
P04359,R04359,105.0,70.0,0.95,65.0,16.0
P04360,R04360,85.0,95.0,1.05,90.0,17.0
P04361,R04361,120.0,75.0,0.9,30.0,12.0
P04362,R04362,110.0,60.0,1.0,50.0,12.0
P04363,R04363,130.0,50.0,0.95,30.0,18.0
P04364,R04364,95.0,55.0,0.95,55.0,19.0
P04365,R04365,115.0,65.0,1.05,95.0,20.0
P04366,R04366,140.0,110.0,1.0,55.0,17.0
P04367,R04367,90.0,60.0,1.05,65.0,15.0
P04368,R04368,95.0,110.0,1.1,70.0,15.0
P04369,R04369,95.0,60.0,1.05,35.0,17.0
P04370,R04370,95.0,70.0,1.05,50.0,13.0
P04371,R04371,130.0,105.0,1.15,65.0,16.0
P04372,R04372,100.0,80.0,1.1,70.0,15.0
P04373,R04373,115.0,110.0,0.95,45.0,15.0
P04374,R04374,95.0,85.0,0.95,80.0,15.0
P04375,R04375,90.0,80.0,0.95,45.0,16.0
P04376,R04376,80.0,110.0,1.05,95.0,17.0
P04377,R04377,110.0,70.0,1.05,90.0,16.0
P04378,R04378,120.0,60.0,1.05,85.0,20.0
P04379,R04379,95.0,105.0,0.95,40.0,17.0
P04380,R04380,135.0,65.0,1.05,90.0,17.0
P04381,R04381,165.0,70.0,0.95,75.0,19.0
P04382,R04382,95.0,85.0,0.95,35.0,17.0
P04383,R04383,100.0,85.0,1.05,55.0,17.0
P04384,R04384,130.0,45.0,1.05,40.0,17.0
P04385,R04385,105.0,90.0,0.95,55.0,12.0
P04386,R04386,160.0,90.0,1.1,85.0,20.0
P04387,R04387,95.0,110.0,0.95,75.0,20.0
P04388,R04388,100.0,80.0,0.9,35.0,19.0
P04389,R04389,150.0,55.0,1.05,85.0,20.0
P04390,R04390,105.0,95.0,1.05,55.0,17.0
P04391,R04391,145.0,85.0,0.9,70.0,15.0
P04392,R04392,145.0,55.0,1.0,95.0,20.0
P04393,R04393,100.0,90.0,1.0,40.0,17.0
P04394,R04394,135.0,50.0,1.1,30.0,14.0
P04395,R04395,95.0,75.0,1.05,75.0,18.0
P04396,R04396,80.0,70.0,1.0,80.0,15.0
P04397,R04397,100.0,105.0,1.05,50.0,16.0
P04398,R04398,95.0,95.0,1.05,65.0,16.0
P04399,R04399,120.0,110.0,1.0,50.0,15.0
P04400,R04400,130.0,50.0,1.0,70.0,13.0
P04401,R04401,140.0,100.0,1.05,50.0,16.0
P04402,R04402,130.0,45.0,1.15,80.0,15.0
P04403,R04403,130.0,60.0,1.05,65.0,16.0
P04404,R04404,135.0,100.0,1.05,40.0,14.0
P04405,R04405,160.0,105.0,0.95,85.0,20.0
P04406,R04406,75.0,105.0,1.1,85.0,14.0
P04407,R04407,95.0,105.0,1.1,85.0,20.0
P04408,R04408,130.0,55.0,1.05,55.0,19.0
P04409,R04409,135.0,100.0,1.0,75.0,13.0
P04410,R04410,170.0,105.0,1.1,55.0,19.0
P04411,R04411,100.0,85.0,1.0,85.0,17.0
P04412,R04412,115.0,45.0,1.05,65.0,16.0
P04413,R04413,120.0,110.0,1.05,75.0,20.0
P04414,R04414,100.0,100.0,0.95,75.0,17.0
P04415,R04415,130.0,105.0,1.05,85.0,20.0
P04416,R04416,85.0,50.0,1.05,80.0,13.0
P04417,R04417,135.0,105.0,1.05,50.0,18.0
P04418,R04418,80.0,55.0,1.05,85.0,19.0
P04419,R04419,110.0,105.0,1.1,45.0,18.0
P04420,R04420,85.0,75.0,1.0,60.0,15.0
P04421,R04421,115.0,75.0,0.95,75.0,14.0
P04422,R04422,105.0,90.0,0.95,35.0,13.0
P04423,R04423,105.0,85.0,1.1,65.0,13.0
P04424,R04424,95.0,75.0,1.05,35.0,12.0
P04425,R04425,95.0,55.0,1.05,70.0,18.0
P04426,R04426,95.0,50.0,1.05,45.0,18.0
P04427,R04427,100.0,85.0,0.95,85.0,20.0
P04428,R04428,90.0,90.0,1.05,30.0,17.0
P04429,R04429,95.0,110.0,1.05,80.0,15.0
P04430,R04430,100.0,90.0,1.1,85.0,20.0
P04431,R04431,140.0,105.0,1.0,65.0,16.0
P04432,R04432,90.0,75.0,1.1,65.0,15.0
P04433,R04433,80.0,70.0,1.0,75.0,16.0
P04434,R04434,175.0,105.0,1.15,90.0,20.0
P04435,R04435,110.0,80.0,1.0,75.0,19.0
P04436,R04436,100.0,75.0,1.0,65.0,13.0
P04437,R04437,100.0,110.0,1.05,85.0,16.0
P04438,R04438,135.0,90.0,1.1,65.0,16.0
P04439,R04439,90.0,105.0,1.0,75.0,18.0
P04440,R04440,105.0,65.0,1.1,85.0,17.0
P04441,R04441,125.0,105.0,0.95,55.0,16.0
P04442,R04442,115.0,90.0,1.05,70.0,13.0
P04443,R04443,85.0,70.0,1.05,65.0,15.0
P04444,R04444,120.0,50.0,1.05,85.0,14.0
P04445,R04445,100.0,85.0,1.1,55.0,20.0
P04446,R04446,85.0,105.0,1.1,45.0,14.0
P04447,R04447,105.0,60.0,1.1,55.0,16.0
P04448,R04448,120.0,60.0,0.9,55.0,16.0
P04449,R04449,105.0,95.0,1.15,50.0,16.0
P04450,R04450,80.0,55.0,1.05,70.0,15.0
P04451,R04451,75.0,90.0,1.1,60.0,12.0
P04452,R04452,105.0,75.0,1.15,50.0,18.0
P04453,R04453,110.0,50.0,1.0,35.0,15.0
P04454,R04454,95.0,55.0,1.0,55.0,16.0
P04455,R04455,95.0,65.0,0.9,30.0,17.0
P04456,R04456,120.0,85.0,1.1,75.0,14.0
P04457,R04457,125.0,75.0,1.05,80.0,19.0
P04458,R04458,95.0,115.0,1.1,90.0,14.0
P04459,R04459,100.0,45.0,1.05,70.0,16.0
P04460,R04460,80.0,110.0,1.1,55.0,17.0
P04461,R04461,95.0,65.0,1.05,75.0,19.0
P04462,R04462,150.0,70.0,1.0,80.0,18.0
P04463,R04463,140.0,70.0,1.05,70.0,16.0
P04464,R04464,80.0,95.0,1.05,55.0,17.0
P04465,R04465,90.0,90.0,1.15,65.0,13.0
P04466,R04466,100.0,105.0,1.0,65.0,19.0
P04467,R04467,85.0,65.0,0.95,30.0,12.0
P04468,R04468,150.0,50.0,1.15,85.0,19.0
P04469,R04469,120.0,80.0,1.05,50.0,13.0
P04470,R04470,125.0,85.0,1.1,85.0,14.0
P04471,R04471,125.0,90.0,0.95,45.0,18.0
P04472,R04472,145.0,85.0,1.1,70.0,19.0
P04473,R04473,95.0,55.0,1.0,75.0,18.0
P04474,R04474,90.0,90.0,1.0,75.0,13.0
P04475,R04475,115.0,55.0,1.1,50.0,19.0
P04476,R04476,150.0,50.0,1.0,70.0,16.0
P04477,R04477,105.0,75.0,1.1,65.0,16.0
P04478,R04478,115.0,45.0,1.0,65.0,13.0
P04479,R04479,105.0,65.0,0.95,35.0,19.0
P04480,R04480,100.0,45.0,1.0,65.0,13.0
P04481,R04481,130.0,100.0,1.05,85.0,14.0
P04482,R04482,70.0,50.0,0.95,65.0,13.0
P04483,R04483,105.0,95.0,1.0,45.0,17.0
P04484,R04484,150.0,85.0,0.9,75.0,17.0
P04485,R04485,90.0,110.0,1.05,55.0,17.0
P04486,R04486,120.0,55.0,1.1,45.0,15.0
P04487,R04487,95.0,70.0,1.05,40.0,18.0
P04488,R04488,100.0,95.0,1.0,90.0,16.0
P04489,R04489,85.0,60.0,0.95,75.0,19.0
P04490,R04490,140.0,90.0,1.0,85.0,19.0
P04491,R04491,110.0,65.0,1.15,55.0,19.0
P04492,R04492,120.0,110.0,1.05,70.0,16.0
P04493,R04493,80.0,55.0,1.05,95.0,18.0
P04494,R04494,180.0,115.0,1.05,45.0,18.0
P04495,R04495,85.0,50.0,0.95,45.0,18.0
P04496,R04496,125.0,50.0,1.05,55.0,14.0
P04497,R04497,120.0,55.0,0.95,45.0,15.0
P04498,R04498,105.0,90.0,1.0,55.0,19.0
P04499,R04499,155.0,75.0,0.95,50.0,18.0
P04500,R04500,80.0,105.0,1.1,75.0,16.0
P04501,R04501,145.0,95.0,1.05,40.0,18.0
P04502,R04502,80.0,80.0,1.05,35.0,12.0
P04503,R04503,155.0,65.0,0.95,80.0,19.0
P04504,R04504,115.0,50.0,1.05,45.0,16.0
P04505,R04505,155.0,75.0,1.05,50.0,18.0
P04506,R04506,100.0,100.0,1.05,65.0,18.0
P04507,R04507,150.0,55.0,1.05,90.0,20.0
P04508,R04508,150.0,85.0,1.0,60.0,12.0
P04509,R04509,80.0,75.0,1.0,80.0,13.0
P04510,R04510,130.0,85.0,0.9,75.0,14.0
P04511,R04511,125.0,85.0,1.0,35.0,19.0
P04512,R04512,140.0,85.0,1.15,45.0,16.0
P04513,R04513,90.0,85.0,0.95,80.0,15.0
P04514,R04514,100.0,60.0,0.95,70.0,16.0
P04515,R04515,135.0,75.0,1.0,45.0,12.0
P04516,R04516,95.0,115.0,1.05,85.0,14.0
P04517,R04517,110.0,45.0,1.15,55.0,16.0
P04518,R04518,80.0,60.0,1.0,65.0,16.0
P04519,R04519,100.0,85.0,1.05,85.0,14.0
P04520,R04520,90.0,85.0,1.05,65.0,18.0
P04521,R04521,110.0,60.0,1.0,90.0,20.0
P04522,R04522,85.0,45.0,1.1,65.0,13.0
P04523,R04523,125.0,85.0,0.9,55.0,15.0
P04524,R04524,105.0,80.0,1.0,45.0,18.0
P04525,R04525,125.0,60.0,0.95,30.0,15.0
P04526,R04526,100.0,95.0,1.15,50.0,18.0
P04527,R04527,125.0,110.0,0.95,55.0,13.0
P04528,R04528,130.0,110.0,1.0,45.0,16.0
P04529,R04529,140.0,100.0,1.1,45.0,19.0
P04530,R04530,140.0,105.0,1.05,35.0,18.0
P04531,R04531,85.0,105.0,1.0,85.0,14.0
P04532,R04532,115.0,85.0,0.95,55.0,14.0
P04533,R04533,115.0,55.0,0.95,50.0,12.0
P04534,R04534,90.0,65.0,1.1,65.0,13.0
P04535,R04535,175.0,75.0,1.0,35.0,15.0
P04536,R04536,110.0,90.0,0.95,70.0,19.0
P04537,R04537,85.0,50.0,1.0,30.0,15.0
P04538,R04538,135.0,65.0,0.95,55.0,13.0
P04539,R04539,120.0,85.0,1.1,85.0,20.0
P04540,R04540,130.0,105.0,1.05,70.0,15.0
P04541,R04541,120.0,105.0,1.0,55.0,20.0
P04542,R04542,120.0,55.0,1.0,45.0,14.0
P04543,R04543,140.0,105.0,1.0,35.0,18.0
P04544,R04544,85.0,105.0,1.1,50.0,15.0
P04545,R04545,180.0,110.0,1.05,45.0,19.0
P04546,R04546,145.0,110.0,1.0,85.0,20.0
P04547,R04547,85.0,90.0,0.95,65.0,18.0
P04548,R04548,90.0,70.0,1.1,40.0,17.0
P04549,R04549,120.0,90.0,1.0,40.0,14.0
P04550,R04550,145.0,100.0,0.95,35.0,16.0
P04551,R04551,95.0,100.0,0.9,75.0,20.0
P04552,R04552,85.0,85.0,1.1,45.0,15.0
P04553,R04553,105.0,55.0,1.0,45.0,13.0
P04554,R04554,145.0,70.0,1.05,45.0,18.0
P04555,R04555,105.0,55.0,0.95,50.0,18.0
P04556,R04556,95.0,75.0,1.0,35.0,15.0
P04557,R04557,90.0,60.0,0.95,25.0,15.0
P04558,R04558,95.0,85.0,1.05,85.0,14.0
P04559,R04559,125.0,105.0,1.0,35.0,17.0
P04560,R04560,100.0,85.0,1.0,80.0,15.0
P04561,R04561,90.0,100.0,1.1,55.0,12.0
P04562,R04562,145.0,95.0,1.05,95.0,20.0
P04563,R04563,115.0,95.0,1.05,65.0,13.0
P04564,R04564,135.0,50.0,1.05,55.0,18.0
P04565,R04565,170.0,100.0,0.95,55.0,13.0
P04566,R04566,150.0,55.0,0.95,35.0,18.0
P04567,R04567,145.0,70.0,0.9,55.0,19.0
P04568,R04568,125.0,50.0,1.05,55.0,18.0
P04569,R04569,125.0,90.0,1.0,75.0,17.0
P04570,R04570,130.0,55.0,1.0,40.0,17.0
P04571,R04571,100.0,100.0,1.1,90.0,17.0
P04572,R04572,130.0,65.0,1.0,55.0,15.0
P04573,R04573,130.0,45.0,0.9,55.0,15.0
P04574,R04574,90.0,70.0,1.05,45.0,13.0
P04575,R04575,85.0,65.0,1.05,35.0,18.0
P04576,R04576,90.0,105.0,1.0,75.0,14.0
P04577,R04577,130.0,65.0,0.9,45.0,18.0
P04578,R04578,75.0,85.0,0.95,55.0,14.0
P04579,R04579,120.0,45.0,1.1,45.0,13.0
P04580,R04580,145.0,105.0,0.9,30.0,15.0
P04581,R04581,100.0,50.0,1.05,75.0,16.0
P04582,R04582,115.0,105.0,1.05,65.0,16.0
P04583,R04583,80.0,50.0,0.95,50.0,15.0
P04584,R04584,170.0,115.0,1.05,45.0,18.0
P04585,R04585,150.0,85.0,1.15,85.0,17.0
P04586,R04586,125.0,60.0,1.0,75.0,13.0
P04587,R04587,115.0,65.0,1.05,65.0,19.0
P04588,R04588,130.0,70.0,0.9,45.0,14.0
